product,answers
平安E生平安·防癌宝,"['平安E生平安·防癌宝', '本产品男女皆可投保，属于健康险，投保年龄要求为28天-70周岁，最低130.0元即可投保，主要承保责任为：恶性肿瘤或原位癌确诊费用及治疗费用保险金（200万元）、质子重离子医疗保险金（100万元）、恶性肿瘤或原位癌第三方诊疗费用保险金（10万元）、医院范围（普通部，上海质子重离子医院）、恶性肿瘤或原位癌就医安排费用保险金（10万元）、保障区域（中国境内）、恶性肿瘤或原位癌确诊费用及治疗费用保险金（200万元）、质子重离子医疗保险金（100万元）、恶性肿瘤或原位癌第三方诊疗费用保险金（10万元）、医院范围（普通部，上海质子重离子医院）、恶性肿瘤或原位癌就医安排费用保险金（10万元）、保障区域（中国境内）、恶性肿瘤或原位癌确诊费用及治疗费用保险金（200万元）、质子重离子医疗保险金（100万元）、恶性肿瘤或原位癌第三方诊疗费用保险金（10万元）、医院范围（普通&特需部，上海质子重离子医院）、恶性肿瘤或原位癌就医安排费用保险金（10万元）、保障区域（中国境内）', '这款产品保险期间是多久？到期以后还能再重新投保吗？', '本主险合同的保险期间为1年。保险期间届满后，若您要继续享有本产品提供的保障，您需要重新投保。若您在上一保险期间届满后60日内申请重新投保，我们不会因被保险人在投保后健康状况的变化或我们承担保险责任的情况而拒绝您的重新投保申请。若保险期间届满时，本主险产品已停止销售，我们不再接受投保申请，但会向您提供投保其他保险产品的合理建议。', '本产品投保年龄是多少岁？', '本产品目前支持的首次投保年龄为28天-70周岁，续保最高可至99岁。', '本产品等待期是多少天？', '恶性肿瘤及原位癌确诊/治疗费用保险金、就医安排费用保险金、恶性肿瘤第三方诊疗费用保险金、质子重离子治疗费用保险金等待期为90天，被保险人在投保后至等待期结束之日前经医院确诊发生本主险合同约定的恶性肿瘤或原位癌的，我们不承担给付保险金的责任，并向您返还所交保险费，本合同终止。投保人在上一保险期间届满60日内为被保险人重新投保本产品的，免等待期。', '合同约定的医院范围有哪些？', '中国境内（不含港澳台）合法经营的二级以上（含二级）公立医院普通部及上海质子重离子医院（暨复旦大学附属肿瘤医院质子重离子中心）。不包括以康复、护理、疗养、戒酒、戒毒或者类似功能为主要功能的医疗机构。此外，本产品计划三可以包含上述公立医院的特需部，但仅限于被保险人因恶性肿瘤或原位癌在特需部就诊，且特需部不包含高级病区、VIP病房、外宾医疗、干部病房、国际医疗。', '本产品是否有免赔额？', '本产品无免赔额。', '有基本医疗保险或公费医疗但未使用，会对赔付有影响吗？', '有影响。被保险人已从基本医疗保险或公费医疗获得费用补偿，我们在扣除被保险人按照基本医疗保险或公费医疗的有关规定取得的医疗费用补偿后，按照100%比例赔付。若被保险人以有基本医疗保险或公费医疗的身份参保、但就诊时未使用基本医疗保险或公费医疗的，我们计算保险金后，再乘以60%的比例给付癌症治疗费用保险金。如您投保的是计划三、且在本合同约定的特需部进行恶性肿瘤或原位癌治疗的，不受此限。', '这款产品除了住院费用可以报销外，门诊费用也可以报销吗？', '对于计划一和计划三，被保险人经医院确诊初次发生恶性肿瘤或原位癌，对于住院前后各30日内在医院内实际发生的、与治疗该疾病相关的、合理且必要的门诊急诊医疗费用可以报销。对于计划二，保险人经医院确诊初次发生恶性肿瘤或原位癌，对于其确诊之日后在医院内实际发生的、与治疗该疾病相关的、合理且必要的门诊急诊医疗费用可以报销。', '什么是最高给付金额？', '在保障期间，被保险人不论一次或多次在医院进行治疗，我们均按照约定给付各项保险金，但各项保险金的累计给付金额以被保险人的保险金额为限，累计给付金额到达保险金额时，保险责任终止。我们的最高给付金额不超过被保险人实际发生的医疗费用扣除其所获补偿后的余额。', '如果在投保时，没有如实告知，出险后能获得赔付吗？', '您需要在投保时如实告知。如果您未如实告知，有可能不能获得赔付。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式是怎样的？', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。']"
平安E家平安·百万医疗险(升级版)5000免赔,"['平安E家平安·百万医疗险(升级版)5000免赔', '本产品男女皆可投保，属于健康险，投保年龄要求为30天-65周岁，最低287.0元即可投保，主要承保责任为：质子重离子医疗保险责任（100万元）、一般医疗费用保险责任（5千免赔额）（300万元）、特定疾病医疗费用保险责任（0免赔额）（300万元）、境内上市特定药品费用（300万元）、免赔额（5000元-全家共享）、质子重离子医疗保险责任（100万元）、一般医疗费用保险责任（5千免赔额）（300万元）、特定疾病医疗费用保险责任（0免赔额）（300万元）、境内上市特定药品费用（300万元）、免赔额（5000元）', '升级了哪些内容？', '1、600万高保额，覆盖一般医疗疾病和120种重大疾病；2、针对家庭保单推出全家共摊免赔额，一般医疗险理赔总达不到免赔额的难题不再有；3、更有5大增值服务：1）不限次住院垫付，不再为治疗费发愁；2）重疾绿通，专家二诊，手术安排，不再为住院手术犯难；3）家庭医生不限次电话问诊服务，小病不用去医院，随时随地就能看医生；4）名医点诊，专科问题指定名医；5）安心陪诊，护理顾问陪同就诊；', '什么是免赔额？是否有免赔额？', '免赔额指的是保险公司不负责赔偿需要被保险人自行承担的部分，免赔额可降低保费，让更多人承担的起百万医疗险价格。120种重疾医疗费用保险与质子重离子医疗费用保险0免赔额，一般医疗费用保险中您个人/家庭支付累计超过5千元的部分由E家平安·百万医疗险报销，5千元以下由个人（或其他商业保险）承担。', '家庭共享免赔额是什么意思？', '如果投保人在同一订单内为多个家人（≥2人）同时购买本产品，全家人共享5千元年免赔额。比如张女士先生为自己（29岁）、丈夫（31岁）和女儿（5岁）同一保单购买了该产品，情况一：若张女士因遭受意外导致了住院，花费了4.5万元，如为责任范围内医疗费用，将在扣除5千元免赔额后获得责任内赔付。因为是全家共享5千元免赔额，保险期间内若张女士丈夫和女儿发生责任内医疗费用，不再需要扣除免赔额，免赔额为0元。情况二：若张女士等待期后不幸初次确诊罹患恶性肿瘤且住院治疗，由于是合同定义约定的重大疾病出险，自确诊之日起张女士保险合同的免赔额为0.张女士丈夫和女儿则继续共享5千元的年免赔额。', '保险责任有哪些？', '提供的保障包含600万百万医疗保险保障与增值服务保障两部分:1、600万保额百万医疗保险保障:300万保额的一般医疗费用保障+300万保额的120种特定重疾医疗费用保障+100万保额的质子重离子医疗费用保障+300万保额特定药品费用保障。2、家庭组合投保全家共享5000免赔额，重疾0免赔。3、增值服务:住院垫付、重疾绿通、家庭医生、名医点诊、安心陪诊、住院护理及特药服务。', 'E家平安(升级版)是否保新冠肺炎？', 'E家平安·百万医疗险（升级版）没有明确除外因新冠肺炎产生的医疗费用，在保险责任范围内，无论是因普通疾病还是意外造成的一般医疗费用在1万免赔额以上的，还是因特定重大疾病治疗产生的医疗费用，均可全额申报，但普通门诊不在理赔范围之内。', '五千免赔额是什么意思？', '如果投保人在同一订单内为多个家人（≥2人）同时购买本产品，全家人共享5千元年免赔额。比如张女士先生为自己（29岁）、丈夫（31岁）和女儿（5岁）同一保单购买了该产品，情况一：若张女士因遭受意外导致了住院，花费了4.5万元，如为责任范围内医疗费用，将在扣除5千元免赔额后获得责任内赔付。因为是全家共享5千元免赔额，保险期间内若张女士丈夫和女儿发生责任内医疗费用，不再需要扣除免赔额，免赔额为0元。情况二：若张女士等待期后不幸初次确诊罹患恶性肿瘤且住院治疗，由于是合同定义约定的重大疾病出险，自确诊之日起张女士保险合同的免赔额为0.张女士丈夫和女儿则继续共享5千元的年免赔额。家庭成员：配偶、父母（含配偶父母）、子女。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式是怎样的？', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。', '曾确诊过新冠肺炎的客户能否购买我司的百万医产品？', '我司百万医产品没有除外因新冠肺炎，但是产品健康告知及智能核保问卷中有关于传染病和肺炎的问题，被保人如实填写健康告知（含智能核保问卷）后，若核保结论为可承保，则可以正常投保我司的百万医产品。保险等待期及免赔额需遵循合同特约及保险条款中的相关约定。', '已购买/即将购买我司百万医产品的客户，后续如果确诊新冠疾病，是否可以申请理赔？', '我司百万医产品没有除外因新冠肺炎产生的医疗费用，在保险责任范围内的治疗费用，均可正常申请理赔。保险等待期及免赔额需遵循合同特约及保险条款中的相关约定。理赔规则以理赔部意见为准。']"
平安E家平安·百万医疗险(升级版),"['平安E家平安·百万医疗险(升级版)', '本产品男女皆可投保，属于健康险，投保年龄要求为30天-65周岁，最低214.0元即可投保，主要承保责任为：质子重离子医疗保险责任（100万元）、一般医疗费用保险责任（300万元）、特定疾病医疗费用保险责任（300万元）、境内上市特定药品费用（300万元）、质子重离子医疗保险责任（100万元）、一般医疗费用保险责任（300万元）、特定疾病医疗费用保险责任（300万元）、境内上市特定药品费用（300万元）', 'E家平安(升级版)是否保新冠肺炎？', 'E家平安·百万医疗险（升级版）没有明确除外因新冠肺炎产生的医疗费用，在保险责任范围内，无论是因普通疾病还是意外造成的一般医疗费用在1万免赔额以上的，还是因特定重大疾病治疗产生的医疗费用，均可全额申报，但普通门诊不在理赔范围之内。', '什么是免赔额？是否有免赔额？', '免赔额指的是保险公司不负责赔偿需要被保险人自行承担的部分，免赔额可降低保费，让更多人承担的起百万医疗险价格。120种重疾医疗费用保险与质子重离子医疗费用保险0免赔额，一般医疗费用保险中您个人/家庭支付累计超过一万元的部分由E家平安·百万医疗险报销，一万元以下由个人（或其他商业保险）承担。', '家庭共享免赔额是什么意思？', '如果投保人在同一订单内为多个家庭成员（≥2人）同时购买本产品，全家人共享1万元年免赔额。。比如张女士先生为自己（29岁）、丈夫（31岁）和女儿（5岁）同一保单购买了该产品，情况一：若张女士因遭受意外导致了住院，花费了4.5万元，如为责任范围内医疗费用，将在扣除1万元免赔额后获得责任内赔付。因为是全家共享1万免赔额，保险期间内若张女士丈夫和女儿发生责任内医疗费用，不再需要扣除免赔额，免赔额为0元。情况二：若张女士等待期后不幸初次确诊罹患恶性肿瘤且住院治疗，由于是合同定义约定的重大疾病出险，自确诊之日起张女士保险合同的免赔额为0.张女士丈夫和女儿则继续共享1万元的年免赔额。 家庭成员：配偶、父母（含配偶父母）、子女', '特定疾病是哪些？', '特定疾病分为两个部分特定疾病医疗费用保险责任的120种特定疾病中包含恶性肿瘤-重度、急性心肌梗塞、脑中风后遗症、冠状动脉搭桥术等常见重大疾病，具体疾病种类见平安产险医疗保险（E款）条款。特定药品费用医疗保险责任的特定疾病主要指恶性肿瘤-重度、恶性肿瘤-轻度及原位癌。', '质子重离子怎么保/赔？', '质子重离子放射治疗而发生的相关费用，包括膳食费、护理费、医生费、检查检验费、治疗费、药品费100%赔付；但本项责任下不包括化学疗法、放射疗法、肿瘤免疫疗法、肿瘤内分泌疗法和肿瘤靶向疗法所产生的医疗费用。', '一万免赔额是什么意思？', '如果投保人在同一订单内为多个家庭成员（≥2人）同时购买本产品，全家人共享1万元年免赔额。。比如张女士先生为自己（29岁）、丈夫（31岁）和女儿（5岁）同一保单购买了该产品，情况一：若张女士因遭受意外导致了住院，花费了4.5万元，如为责任范围内医疗费用，将在扣除1万元免赔额后获得责任内赔付。因为是全家共享1万免赔额，保险期间内若张女士丈夫和女儿发生责任内医疗费用，不再需要扣除免赔额，免赔额为0元。情况二：若张女士等待期后不幸初次确诊罹患恶性肿瘤且住院治疗，由于是合同定义约定的重大疾病出险，自确诊之日起张女士保险合同的免赔额为0.张女士丈夫和女儿则继续共享1万元的年免赔额。家庭成员：配偶、父母（含配偶父母）、子女。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式。', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。', '曾确诊过新冠肺炎的客户能否购买我司的百万医产品？', '我司百万医产品没有除外因新冠肺炎，但是产品健康告知及智能核保问卷中有关于传染病和肺炎的问题，被保人如实填写健康告知（含智能核保问卷）后，若核保结论为可承保，则可以正常投保我司的百万医产品。保险等待期及免赔额需遵循合同特约及保险条款中的相关约定。', '已购买/即将购买我司百万医产品的客户，后续如果确诊新冠疾病，是否可以申请理赔？', '我司百万医产品没有除外因新冠肺炎产生的医疗费用，在保险责任范围内的治疗费用，均可正常申请理赔。保险等待期及免赔额需遵循合同特约及保险条款中的相关约定。理赔规则以理赔部意见为准。']"
平安E家平安·百万医疗险(升级版)(互联网版),"['平安E家平安·百万医疗险(升级版)(互联网版)', '本产品男女皆可投保，属于健康险，投保年龄要求为30天-65周岁，最低214.0元即可投保，主要承保责任为：质子重离子医疗保险责任（100万元）、一般医疗费用保险责任（300万元）、特定疾病医疗费用保险责任（300万元）、境内上市特定药品费用（300万元）、质子重离子医疗保险责任（100万元）、一般医疗费用保险责任（300万元）、特定疾病医疗费用保险责任（300万元）、境内上市特定药品费用（300万元）', 'E家平安(升级版)是否保新冠肺炎？', 'E家平安·百万医疗险（升级版）没有明确除外因新冠肺炎产生的医疗费用，在保险责任范围内，无论是因普通疾病还是意外造成的一般医疗费用在1万免赔额以上的，还是因特定重大疾病治疗产生的医疗费用，均可全额申报，但普通门诊不在理赔范围之内。', '什么是免赔额？是否有免赔额？', '免赔额指的是保险公司不负责赔偿需要被保险人自行承担的部分，免赔额可降低保费，让更多人承担的起百万医疗险价格。120种重疾医疗费用保险与质子重离子医疗费用保险0免赔额，一般医疗费用保险中您个人/家庭支付累计超过一万元的部分由E家平安·百万医疗险报销，一万元以下由个人（或其他商业保险）承担。', '家庭共享免赔额是什么意思？', '如果投保人在同一订单内为多个家庭成员（≥2人）同时购买本产品，全家人共享1万元年免赔额。。比如张女士先生为自己（29岁）、丈夫（31岁）和女儿（5岁）同一保单购买了该产品，情况一：若张女士因遭受意外导致了住院，花费了4.5万元，如为责任范围内医疗费用，将在扣除1万元免赔额后获得责任内赔付。因为是全家共享1万免赔额，保险期间内若张女士丈夫和女儿发生责任内医疗费用，不再需要扣除免赔额，免赔额为0元。情况二：若张女士等待期后不幸初次确诊罹患恶性肿瘤且住院治疗，由于是合同定义约定的重大疾病出险，自确诊之日起张女士保险合同的免赔额为0.张女士丈夫和女儿则继续共享1万元的年免赔额。 家庭成员：配偶、父母（含配偶父母）、子女', '特定疾病是哪些？', '特定疾病分为两个部分特定疾病医疗费用保险责任的120种特定疾病中包含恶性肿瘤-重度、急性心肌梗塞、脑中风后遗症、冠状动脉搭桥术等常见重大疾病，具体疾病种类见平安产险医疗保险（E款）条款。特定药品费用医疗保险责任的特定疾病主要指恶性肿瘤-重度、恶性肿瘤-轻度及原位癌。', '质子重离子怎么保/赔？', '质子重离子放射治疗而发生的相关费用，包括膳食费、护理费、医生费、检查检验费、治疗费、药品费100%赔付；但本项责任下不包括化学疗法、放射疗法、肿瘤免疫疗法、肿瘤内分泌疗法和肿瘤靶向疗法所产生的医疗费用。', '一万免赔额是什么意思？', '如果投保人在同一订单内为多个家庭成员（≥2人）同时购买本产品，全家人共享1万元年免赔额。。比如张女士先生为自己（29岁）、丈夫（31岁）和女儿（5岁）同一保单购买了该产品，情况一：若张女士因遭受意外导致了住院，花费了4.5万元，如为责任范围内医疗费用，将在扣除1万元免赔额后获得责任内赔付。因为是全家共享1万免赔额，保险期间内若张女士丈夫和女儿发生责任内医疗费用，不再需要扣除免赔额，免赔额为0元。情况二：若张女士等待期后不幸初次确诊罹患恶性肿瘤且住院治疗，由于是合同定义约定的重大疾病出险，自确诊之日起张女士保险合同的免赔额为0.张女士丈夫和女儿则继续共享1万元的年免赔额。家庭成员：配偶、父母（含配偶父母）、子女。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式。', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。', '曾确诊过新冠肺炎的客户能否购买我司的百万医产品？', '我司百万医产品没有除外因新冠肺炎，但是产品健康告知及智能核保问卷中有关于传染病和肺炎的问题，被保人如实填写健康告知（含智能核保问卷）后，若核保结论为可承保，则可以正常投保我司的百万医产品。保险等待期及免赔额需遵循合同特约及保险条款中的相关约定。', '已购买/即将购买我司百万医产品的客户，后续如果确诊新冠疾病，是否可以申请理赔？', '我司百万医产品没有除外因新冠肺炎产生的医疗费用，在保险责任范围内的治疗费用，均可正常申请理赔。保险等待期及免赔额需遵循合同特约及保险条款中的相关约定。理赔规则以理赔部意见为准。']"
平安免费重疾保障(好生活),"['平安免费重疾保障(好生活)', '本产品男女皆可投保，属于健康险，投保年龄要求为16-65周岁，最低0.01元即可投保，主要承保责任为：重大疾病保险金（10000）', '这款产品保障范围是什么？', '本产品对人一生中可能罹患的28种重大疾病提供保障。在保险期间内，被保险人经符合本保险合同释义约定的医院（以下简称“释义医院”）初次确诊罹患本保险合同释义规定的重大疾病（以下简称“重大疾病”）的（无论一种或多种），保险人按重大疾病保险金额给付重大疾病保险金。', '在哪些医院治疗，可以获得理赔？', '医院须为我国卫生部门评审确定的二级或二级以上的公立医院，但不包括主要作为诊所、康复、护理、休养、静养、戒酒、戒毒等或类似的医疗机构。该医院必须具有符合国家有关医院管理规则设置标准的医疗设备，且全天二十四小时有合格医师及护士驻院提供医疗及护理服务。', '什么是等待期，等待期从何时算起？', '自保险合同生效日起90日内为等待期。被保险人在保险期限开始前或等待期内罹患的疾病，我们不承担给付保险金的责任。', '什么样的人群可以购买这个产品？', '16-65周岁身体健康人群适用。', '这款产品有犹豫期吗？', '自保单承保次日起，有10日的犹豫期，在此期间您若提出解除本保险合同，我们将退还您所支付的全部保费。犹豫期后，若您申请解除合同会遭受一定损失，我们将按条款退还您保险合同的未满期保费。']"
平安守护·全家出行无忧(互联网版),"['平安守护·全家出行无忧(互联网版)', '本产品男女皆可投保，属于意外险，投保年龄要求为16-65周岁，主要承保责任为：飞机意外伤害身故及残疾（100万元）、火车意外伤害身故及残疾（100万元）、轮船意外伤害身故及残疾（10万元）、汽车意外伤害身故及残疾（10万元）、甲乙类传染病身故（10万元）']"
顾客安心保·公众责任险,"['顾客安心保·公众责任险', '本产品男女皆可投保，属于意外险，投保年龄要求为18-65岁，最低1000.0元即可投保']"
平安趣玩旅行包PLUS版(互联网版),"['平安趣玩旅行包PLUS版(互联网版)', '本产品男女皆可投保，属于意外险，投保年龄要求为0-80周岁，最低100.0元即可投保，主要承保责任为：飞机意外伤害身故和残疾（200万）、火车意外伤害身故和残疾（20万）、汽车意外伤害身故和残疾（20万）、旅行意外伤害身故伤残（20万）、意外伤害医疗（2万）、甲乙类传染病身故（20万）、航班延误（100元）、境内紧急救援（10万）', '航空意外适用全球还是仅中国境内？', '全球', '航延责任是每满3小时就赔付100元吗？', '不是，满3小时仅赔付一次100元，赔付后该保险责任终止。', '对航班有什么特殊限制吗？', '春秋航空、九元航空除外', '单次出行不能超过20天，理赔时该如何证明出行时间？', '发生保险事故时，需要提交从常住地出发的出行证明，如机票、登机牌、火车票、酒店住宿发票、高速公路过路费等证明资料。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式是怎样的？', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。']"
平安趣玩旅行包PLUS版,"['平安趣玩旅行包PLUS版', '本产品男女皆可投保，属于意外险，投保年龄要求为0-80周岁，最低100.0元即可投保，主要承保责任为：飞机意外伤害身故和残疾（200万）、火车意外伤害身故和残疾（20万）、汽车意外伤害身故和残疾（20万）、旅行意外伤害身故伤残（20万）、意外伤害医疗（2万）、甲乙类传染病身故（20万）、航班延误（100元）、境内紧急救援（10万）', '航空意外适用全球还是仅中国境内？', '全球', '航延责任是每满3小时就赔付100元吗？', '不是，满3小时仅赔付一次100元，赔付后该保险责任终止。', '对航班有什么特殊限制吗？', '春秋航空、九元航空除外', '单次出行不能超过20天，理赔时该如何证明出行时间？', '发生保险事故时，需要提交从常住地出发的出行证明，如机票、登机牌、火车票、酒店住宿发票、高速公路过路费等证明资料。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式是怎样的？', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。']"
雇主安心保·雇主责任险,"['雇主安心保·雇主责任险', '本产品男女皆可投保，属于小微，投保年龄要求为16-80周岁，最低100.0元即可投保']"
店家宝-个体商户2.0,"['店家宝-个体商户2.0', '本产品男女皆可投保，属于小微，投保年龄要求为18-65周岁，最低365.0元即可投保']"
平安运动意外险(互联网萧十七版),"['平安运动意外险(互联网萧十七版)', '本产品男女皆可投保，属于意外险，投保年龄要求为16-65周岁，最低50.0元即可投保，主要承保责任为：运动意外身故（5万元）、运动意外残疾（5万元）、运动意外医疗（3000元）、猝死（5000元）、救护车车费保险金（500元）、自费医疗（2000元）']"
平安一年期成人意外(合肥年检专用)A,"['平安一年期成人意外(合肥年检专用)A', '本产品男女皆可投保，属于意外险，投保年龄要求为18-65周岁，最低100.0元即可投保，主要承保责任为：意外伤害身故和残疾（10万元）、意外伤害医疗（1万元）']"
平安一年期成人意外(合肥年检专用),"['平安一年期成人意外(合肥年检专用)', '本产品男女皆可投保，属于意外险，投保年龄要求为18-65周岁，最低100.0元即可投保，主要承保责任为：意外伤害身故和残疾（10万元）、意外伤害医疗（1万元）']"
平安守护·成人意外险升级版(互联网版),"['平安守护·成人意外险升级版(互联网版)', '本产品男女皆可投保，属于意外险，投保年龄要求为18-65周岁，最低128.0元即可投保，主要承保责任为：猝死（10万元）、飞机意外伤害身故残疾（10万元）、火车意外伤害身故残疾（10万元）、轮船意外伤害身故残疾（10万元）、汽车意外伤害身故残疾（10万元）、意外伤害住院津贴责任（4500元）、意外伤害医疗保险责任（1万元）、意外身故伤残保险责任（10万元）、猝死（10万元）、飞机意外伤害身故残疾（30万元）、火车意外伤害身故残疾（30万元）、轮船意外伤害身故残疾（30万元）、汽车意外伤害身故残疾（30万元）、意外伤害住院津贴责任（9000元）、意外伤害医疗保险责任（3万元）、意外身故伤残保险责任（30万元）、甲乙类传染病身故（10万元）、猝死（10万元）、飞机意外伤害身故残疾（50万元）、火车意外伤害身故残疾（50万元）、轮船意外伤害身故残疾（50万元）、汽车意外伤害身故残疾（50万元）、意外伤害住院津贴责任（1万元）、意外伤害医疗保险责任（5万元）、意外身故伤残保险责任（50万元）、甲乙类传染病身故（10万元）', '这款产品可以为家人购买吗？', '\xa0本产品针对18-65周岁且职业类别属于《职业分类表》中的1-3类职业人员，可以为符合年龄、职业要求的配偶、父母和子女购买。', '什么是意外事故？', '意外事故是指外来的、突发的、非本意的、非疾病的使身体受到伤害的客观事件，比如交通事故、跌倒摔伤、动物咬伤等。', '1-3类职业，是指那些？', '如白领、内勤管理、销售人员、学生、家庭主妇、零售商（不负责安装）等，具体可在投保须知中参照《职业分类表》或点击右上角在线客服咨询。', '甲乙类传染病身故责任保障的疾病在哪里可以看到具体种类？', '您可在成人意外险产品介绍页面-保障计划-查看责任详情-甲乙类传染病身故责任描述中查看具体可以承保的29种疾病类型。', '新型冠状病毒肺炎是否属于甲乙类传染病身故责任保障范围？', '根据《中华人民共和国国家卫生健康委员会公告》（2020年第1号）的规定，新型冠状病毒感染的肺炎纳入《中华人民共和国传染病防治法》规定的乙类传染病，并采取甲类传染病的预防、控制措施，因此该疾病属于甲乙类传染病身故责任的保障范围。', '意外身故最高可以赔到100万吗？', '可以。飞机、火车、轮船、汽车的意外伤害身故残疾责任，在保险责任范围内可以跟“身故伤残保险责任”叠加。例如某女士因飞机意外而身故，该女士在事故前已购买平安守护·成人意外险的套餐3，经核实属于“飞机意外伤害身故残疾”和“身故伤残保险责任”的保障范围内，因此“飞机意外伤害身故残疾”可赔偿50万，“身故伤残保险责任”可赔偿50万，总计赔偿100万元。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式是怎样的？', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。']"
平安守护·成人意外险升级版(线下版),"['平安守护·成人意外险升级版(线下版)', '本产品男女皆可投保，属于意外险，投保年龄要求为18-65周岁，最低128.0元即可投保，主要承保责任为：猝死（10万元）、飞机意外伤害身故残疾（10万元）、火车意外伤害身故残疾（10万元）、轮船意外伤害身故残疾（10万元）、汽车意外伤害身故残疾（10万元）、意外伤害住院津贴责任（4500元）、意外伤害医疗保险责任（1万元）、意外身故伤残保险责任（10万元）、猝死（10万元）、飞机意外伤害身故残疾（30万元）、火车意外伤害身故残疾（30万元）、轮船意外伤害身故残疾（30万元）、汽车意外伤害身故残疾（30万元）、意外伤害住院津贴责任（9000元）、意外伤害医疗保险责任（3万元）、意外身故伤残保险责任（30万元）、甲乙类传染病身故（10万元）、猝死（10万元）、飞机意外伤害身故残疾（50万元）、火车意外伤害身故残疾（50万元）、轮船意外伤害身故残疾（50万元）、汽车意外伤害身故残疾（50万元）、意外伤害住院津贴责任（1万元）、意外伤害医疗保险责任（5万元）、意外身故伤残保险责任（50万元）、甲乙类传染病身故（10万元）', '这款产品可以为家人购买吗？', '\xa0本产品针对18-65周岁且职业类别属于《职业分类表》中的1-3类职业人员，可以为符合年龄、职业要求的配偶、父母和子女购买。', '什么是意外事故？', '意外事故是指外来的、突发的、非本意的、非疾病的使身体受到伤害的客观事件，比如交通事故、跌倒摔伤、动物咬伤等。', '1-3类职业，是指那些？', '如白领、内勤管理、销售人员、学生、家庭主妇、零售商（不负责安装）等，具体可在投保须知中参照《职业分类表》或点击右上角在线客服咨询。', '甲乙类传染病身故责任保障的疾病在哪里可以看到具体种类？', '您可在成人意外险产品介绍页面-保障计划-查看责任详情-甲乙类传染病身故责任描述中查看具体可以承保的29种疾病类型。', '新型冠状病毒肺炎是否属于甲乙类传染病身故责任保障范围？', '根据《中华人民共和国国家卫生健康委员会公告》（2020年第1号）的规定，新型冠状病毒感染的肺炎纳入《中华人民共和国传染病防治法》规定的乙类传染病，并采取甲类传染病的预防、控制措施，因此该疾病属于甲乙类传染病身故责任的保障范围。', '意外身故最高可以赔到100万吗？', '可以。飞机、火车、轮船、汽车的意外伤害身故残疾责任，在保险责任范围内可以跟“身故伤残保险责任”叠加。例如某女士因飞机意外而身故，该女士在事故前已购买平安守护·成人意外险的套餐3，经核实属于“飞机意外伤害身故残疾”和“身故伤残保险责任”的保障范围内，因此“飞机意外伤害身故残疾”可赔偿50万，“身故伤残保险责任”可赔偿50万，总计赔偿100万元。', '保费的支付方式，以及保险单证、保费发票等凭证的送达方式是怎样的？', '保费支付方式支持微信、支付宝、银行卡等支付方式。投保成功后，在首页-查保单入口，可下载保险单证及申请开具电子发票。']"
